,정거장,지역(도),지역(구)
3175,잠실근린공원.성현교회,서울특별시,송파구
3176,송파사회복지관.성요셉성당,서울특별시,송파구
3177,복정역환승주차장,서울특별시,송파구
3178,문정시영.세영청마루아파트,서울특별시,송파구
3179,오금동현대아파트,서울특별시,송파구
3180,올림픽공원장미광장,서울특별시,송파구
3181,잠실4동주민센터.파크리오B상가,서울특별시,송파구
3182,서울아산병원앞,서울특별시,송파구
3183,가락동쌍용아파트앞,서울특별시,송파구
3184,위례중앙푸르지오.신안인스빌,서울특별시,송파구
3185,마천시장마천동우방아파트앞,서울특별시,송파구
3186,풍납동영어체험마을,서울특별시,송파구
3187,가락동쌍용아파트,서울특별시,송파구
3188,방이동대림코오롱아파트,서울특별시,송파구
3189,마천1동주민센터,서울특별시,송파구
3190,송파여성문화회관,서울특별시,송파구
3191,가락대림아파트,서울특별시,송파구
3192,미켈란호수가아파트,서울특별시,송파구
3193,송파역.헬리오시티,서울특별시,송파구
3194,송파사거리.석촌시장,서울특별시,송파구
3195,문정1동주민센터.로데오거리,서울특별시,송파구
3196,가락시장.가락시장역,서울특별시,송파구
3197,구송파세무서,서울특별시,송파구
3198,위례포레샤인.송파꿈에그린서문,서울특별시,송파구
3199,잠실중학교.장미종합상가,서울특별시,송파구
3200,신가초등학교,서울특별시,송파구
3201,한강극동아파트,서울특별시,송파구
3202,마천2동주민센터,서울특별시,송파구
3203,문정로데오거리입구,서울특별시,송파구
3204,문현중학교,서울특별시,송파구
3205,문정3차푸르지오아파트.송파파인타운1단지,서울특별시,송파구
3206,아시아선수촌아파트,서울특별시,송파구
3207,잠실역8번출구,서울특별시,송파구
3208,잠실리센츠아파트앞,서울특별시,송파구
3209,남한산성입구,서울특별시,송파구
3210,건너말공원입구,서울특별시,송파구
3211,새마을시장,서울특별시,송파구
3212,잠실5단지,서울특별시,송파구
3213,잠실역.롯데월드,서울특별시,송파구
3214,삼학사길사거리,서울특별시,송파구
3215,복정역환승주차장,서울특별시,송파구
3216,송파와이즈더샵.엠코타운센트로엘,서울특별시,송파구
3217,송파구립마천청소년수련관,서울특별시,송파구
3218,문정동래미안아파트,서울특별시,송파구
3219,송파더센트레.송례초앞,서울특별시,송파구
3220,올림픽공원남2문,서울특별시,송파구
3221,복정역1번출구,서울특별시,송파구
3222,위례동주민센터.위례스타힐스,서울특별시,송파구
3223,가윤예식장,서울특별시,송파구
3224,가든파이브툴동,서울특별시,송파구
3225,장지역가든파이브라이프동,서울특별시,송파구
3226,가락시장.가락시장역,서울특별시,송파구
3227,한양 삼익아파트,서울특별시,송파구
3228,홍이공원,서울특별시,송파구
3229,신천동진주아파트,서울특별시,송파구
3230,송파상운종점,서울특별시,송파구
3231,아주중학교,서울특별시,송파구
3232,가락동쌍용아파트,서울특별시,송파구
3233,송파역,서울특별시,송파구
3234,우창아파트,서울특별시,송파구
3235,위례아이파크아파트앞,서울특별시,송파구
3236,보성중고등학교,서울특별시,송파구
3237,가락대림아파트,서울특별시,송파구
3238,삼성래미안아파트후문,서울특별시,송파구
3239,복정역,서울특별시,송파구
3240,방이초등학교,서울특별시,송파구
3241,가락시장.가락시장역,서울특별시,송파구
3242,파크데일아파트1단지앞,서울특별시,송파구
3243,마천동금호어울림1차아파트,서울특별시,송파구
3244,오금역2번출구,서울특별시,송파구
3245,송파꿈에그린서문.위례포레샤인,서울특별시,송파구
3246,장지동,서울특별시,송파구
3247,세계로병원,서울특별시,송파구
3248,잠실119안전센터,서울특별시,송파구
3249,효죽동입구,서울특별시,송파구
3250,가락현대5차아파트,서울특별시,송파구
3251,아시아선수촌아파트삼거리.성현교회,서울특별시,송파구
3252,풍납동씨티극동아파트,서울특별시,송파구
3253,송파나루역.방이시장,서울특별시,송파구
3254,잠실대교전망쉼터,서울특별시,송파구
3255,경찰병원.서울동부고용노동지청,서울특별시,송파구
3256,호수임광아파트,서울특별시,송파구
3257,가락2동프라자아파트,서울특별시,송파구
3258,삼전사회복지관,서울특별시,송파구
3259,문정현대아파트,서울특별시,송파구
3260,잠실새내역.잠실2동주민센터,서울특별시,송파구
3261,문정동푸르지오아파트,서울특별시,송파구
3262,문정래미안현대아파트앞,서울특별시,송파구
3263,오금공원사거리,서울특별시,송파구
3264,삼전역,서울특별시,송파구
3265,호수임광아파트,서울특별시,송파구
3266,문현중학교,서울특별시,송파구
3267,가락2동주민센터,서울특별시,송파구
3268,가락동미륭아파트,서울특별시,송파구
3269,삼전역.잠실현대아파트,서울특별시,송파구
3270,송파구립마천청소년수련관,서울특별시,송파구
3271,송파초등학교.송파동성당,서울특별시,송파구
3272,구송파세무서,서울특별시,송파구
3273,송파역.헬리오시티,서울특별시,송파구
3274,오금역3번출구,서울특별시,송파구
3275,서울아산병원동관,서울특별시,송파구
3276,남한산성입구,서울특별시,송파구
3277,둔촌오륜역.서문교회,서울특별시,송파구
3278,문정동제일은행,서울특별시,송파구
3279,거여아파트단지앞,서울특별시,송파구
3280,석촌고분역.올림픽병원,서울특별시,송파구
3281,삼전동현대APT,서울특별시,송파구
3282,송파사회복지관.성요셉성당,서울특별시,송파구
3283,아산병원기숙사앞,서울특별시,송파구
3284,서울체육중.고등학교,서울특별시,송파구
3285,송파나루역,서울특별시,송파구
3286,삼익아파트미성아파트,서울특별시,송파구
3287,송파나루역,서울특별시,송파구
3288,위례포레샤인17단지 정문(위례포레샤인18단지방면),서울특별시,송파구
3289,방이동대림코오롱아파트,서울특별시,송파구
3290,가락1동주민센터,서울특별시,송파구
3291,잠실진주아파트,서울특별시,송파구
3292,서울방이동고분군,서울특별시,송파구
3293,송파한라비발디.힐스테이트송파,서울특별시,송파구
3294,보성중고등학교,서울특별시,송파구
3295,배명중고교,서울특별시,송파구
3296,송파레미니스아파트,서울특별시,송파구
3297,서울방이동고분군,서울특별시,송파구
3298,거여초등학교,서울특별시,송파구
3299,송파동삼익아파트,서울특별시,송파구
3300,문정2동주민센터.청소년수련관,서울특별시,송파구
3301,풍납동극동.쌍용아파트,서울특별시,송파구
3302,문정로데오거리입구,서울특별시,송파구
3303,잠실진주아파트,서울특별시,송파구
3304,송파책박물관.헬리오시티,서울특별시,송파구
3305,올림픽공원역,서울특별시,송파구
3306,갑을.미성아파트,서울특별시,송파구
3307,마천2동윤진빌딩.신동아아파트,서울특별시,송파구
3308,아주중학교,서울특별시,송파구
3309,잠실역.잠실대교.남단,서울특별시,송파구
3310,송파파인타운아파트11단지,서울특별시,송파구
3311,송파2동한양삼성아파트,서울특별시,송파구
3312,올림픽공원테니스장,서울특별시,송파구
3313,잠실엘스아파트앞,서울특별시,송파구
3314,거여역,서울특별시,송파구
3315,영파여고.강동구청역,서울특별시,송파구
3316,올림픽공원남2문,서울특별시,송파구
3317,방이역3번출구대림아파트,서울특별시,송파구
3318,삼전동쌍용하이츠빌라,서울특별시,송파구
3319,아산병원동관,서울특별시,송파구
3320,송파초등학교.송파동성당,서울특별시,송파구
3321,올림픽공원장미광장,서울특별시,송파구
3322,위례포레샤인17단지,서울특별시,송파구
3323,마천동금호어울림1차아파트,서울특별시,송파구
3324,가든파이브.웍스동,서울특별시,송파구
3325,석촌호수.한솔병원,서울특별시,송파구
3326,잠실나루역,서울특별시,송파구
3327,송파사거리,서울특별시,송파구
3328,오륜사거리,서울특별시,송파구
3329,문정동대우아파트,서울특별시,송파구
3330,경찰병원.서울동부고용노동지청,서울특별시,송파구
3331,문정로데오거리입구,서울특별시,송파구
3332,송파2동한양아파트,서울특별시,송파구
3333,풍납2동주민센터,서울특별시,송파구
3334,마천2동윤진빌딩.신동아아파트,서울특별시,송파구
3335,잠실우성4차현대아파트,서울특별시,송파구
3336,잠실역9번출구,서울특별시,송파구
3337,잠실우성4차현대아파트,서울특별시,송파구
3338,샛별어린이공원입구,서울특별시,송파구
3339,문정동현대아파트,서울특별시,송파구
3340,송파글마루도서관.버들어린이집,서울특별시,송파구
3341,송파구민회관구의회,서울특별시,송파구
3342,송파푸르지오시티.한화오벨리스크,서울특별시,송파구
3343,한림연예예술고교,서울특별시,송파구
3344,아시아선수촌아파트,서울특별시,송파구
3345,위례31단지정문,서울특별시,송파구
3346,석촌호수서호사거리,서울특별시,송파구
3347,천호역.풍납시장,서울특별시,송파구
3348,한림연예예술고교,서울특별시,송파구
3349,경찰병원.KT가락지사,서울특별시,송파구
3350,문덕초등학교.문정고등학교,서울특별시,송파구
3351,삼학사길사거리,서울특별시,송파구
3352,아산병원정문앞,서울특별시,송파구
3353,풍납토성,서울특별시,송파구
3354,풍납중학교앞,서울특별시,송파구
3355,거여역6번출구,서울특별시,송파구
3356,잠실종합운동장,서울특별시,송파구
3357,신흥기업입구,서울특별시,송파구
3358,가락시장.가락시장역,서울특별시,송파구
3359,오금공원앞,서울특별시,송파구
3360,잠실역.롯데월드,서울특별시,송파구
3361,풍납중학교,서울특별시,송파구
3362,경찰병원.KT가락지사,서울특별시,송파구
3363,잠실역,서울특별시,송파구
3364,석촌동한솔아파트앞,서울특별시,송파구
3365,거여역종점,서울특별시,송파구
3366,송파나루역.방이시장,서울특별시,송파구
3367,송파와이즈더샵.엠코타운센트로엘,서울특별시,송파구
3368,장지공영차고지,서울특별시,송파구
3369,송파참병원,서울특별시,송파구
3370,몽촌토성역.한성백제역,서울특별시,송파구
3371,마천동사거리,서울특별시,송파구
3372,올림픽선수촌아파트,서울특별시,송파구
3373,잠실중학교,서울특별시,송파구
3374,위례별초등학교.위례스타힐스,서울특별시,송파구
3375,훼미리근린공원,서울특별시,송파구
3376,장지역.가든파이브,서울특별시,송파구
3377,건영아파트,서울특별시,송파구
3378,오금공원사거리,서울특별시,송파구
3379,청암노인요양원,서울특별시,송파구
3380,가락시장.가락시장역,서울특별시,송파구
3381,배명중고교,서울특별시,송파구
3382,잠실119안전센터,서울특별시,송파구
3383,영동일고트리지움APT정문앞,서울특별시,송파구
3384,문정시영가락프라자아파트,서울특별시,송파구
3385,풍납동극동.쌍용아파트,서울특별시,송파구
3386,성지아파트,서울특별시,송파구
3387,방이동사거리,서울특별시,송파구
3388,송파배드민턴체육관,서울특별시,송파구
3389,문정1동주민센터.로데오거리,서울특별시,송파구
3390,오금동신흥기업종점,서울특별시,송파구
3391,문덕초등학교.문정고등학교,서울특별시,송파구
3392,송파동한양1차아파트,서울특별시,송파구
3393,파크데일아파트2단지앞,서울특별시,송파구
3394,청암노인요양원,서울특별시,송파구
3395,석촌호수.한솔병원,서울특별시,송파구
3396,오금동상아아파트,서울특별시,송파구
3397,송파보훈회관.금호어울림2차,서울특별시,송파구
3398,풍납1동동아한가람아파트,서울특별시,송파구
3399,가락2동프라자아파트,서울특별시,송파구
3400,올림픽대교남단,서울특별시,송파구
3401,석촌고분역.올림픽병원,서울특별시,송파구
3402,아이코리아앞,서울특별시,송파구
3403,극동아파트,서울특별시,송파구
3404,인애가요양병원,서울특별시,송파구
3405,잠실나루역,서울특별시,송파구
3406,방이시장입구,서울특별시,송파구
3407,제일오피스텔,서울특별시,송파구
3408,오금동대림아파트,서울특별시,송파구
3409,한성백제박물관,서울특별시,송파구
3410,풍납동극동.쌍용아파트,서울특별시,송파구
3411,잠실트리지움,서울특별시,송파구
3412,파크데일아파트입구,서울특별시,송파구
3413,송파두산위브.송파소방서,서울특별시,송파구
3414,문정대우아파트,서울특별시,송파구
3415,가락시장남문,서울특별시,송파구
3416,석촌동남현교회앞,서울특별시,송파구
3417,몽촌토성역.한성백제역,서울특별시,송파구
3418,종점,서울특별시,송파구
3419,방이역,서울특별시,송파구
3420,송파중학교,서울특별시,송파구
3421,석촌동한솔아파트,서울특별시,송파구
3422,가주초등학교,서울특별시,송파구
3423,문정현대아파트,서울특별시,송파구
3424,잠실트리지움,서울특별시,송파구
3425,오금동사거리,서울특별시,송파구
3426,영동일고레이크팰리스앞,서울특별시,송파구
3427,거여초등학교,서울특별시,송파구
3428,남천초교마천동우방아파트앞,서울특별시,송파구
3429,방이2동주민센터,서울특별시,송파구
3430,잠실종합운동장,서울특별시,송파구
3431,송파배드민턴체육관,서울특별시,송파구
3432,송파도서관,서울특별시,송파구
3433,종합운동장사거리,서울특별시,송파구
3434,거여역7번출구,서울특별시,송파구
3435,갤러리아팰리스,서울특별시,송파구
3436,송파보훈회관.금호어울림2차,서울특별시,송파구
3437,석촌역,서울특별시,송파구
3438,토성오거리,서울특별시,송파구
3439,세계로병원,서울특별시,송파구
3440,풍납1치안센터입구,서울특별시,송파구
3441,잠실여고후문,서울특별시,송파구
3442,잠실역.잠실대교.남단,서울특별시,송파구
3443,오금동대림아파트,서울특별시,송파구
3444,오륜사거리,서울특별시,송파구
3445,문정로데오거리입구,서울특별시,송파구
3446,오륜초등학교.올림픽선수촌아파트,서울특별시,송파구
3447,마천2동주민센터,서울특별시,송파구
3448,송파책박물관.헬리오시티,서울특별시,송파구
3449,문정3차푸르지오아파트.송파파인타운1단지,서울특별시,송파구
3450,거여역현대아파트,서울특별시,송파구
3451,위례동주민센터.위례송파푸르지오,서울특별시,송파구
3452,송파공영차고지입구,서울특별시,송파구
3453,잠실역.롯데월드몰,서울특별시,송파구
3454,문정법조단지.건영아파트,서울특별시,송파구
3455,농협앞,서울특별시,송파구
3456,삼전역.잠실현대아파트,서울특별시,송파구
3457,위례포레샤인.위례31단지후문,서울특별시,송파구
3458,위례송파푸르지오.송파더센트레,서울특별시,송파구
3459,가락시장역,서울특별시,송파구
3460,가락래미안앞,서울특별시,송파구
3461,장지공영차고지,서울특별시,송파구
3462,아이코리아,서울특별시,송파구
3463,서울버스종점,서울특별시,송파구
3464,송파파인타운3단지.한림예고,서울특별시,송파구
3465,문현고등학교,서울특별시,송파구
3466,장지역2번출구,서울특별시,송파구
3467,송파파인타운11단지,서울특별시,송파구
3468,송파파인타운7단지,서울특별시,송파구
3469,송파파인타운8단지.9단지,서울특별시,송파구
3470,장지동주민센터앞,서울특별시,송파구
3471,장지동주민센터.송파파인타운1단지,서울특별시,송파구
3472,건영아파트앞,서울특별시,송파구
3473,위례송파더센트레.송파푸르지오,서울특별시,송파구
3474,올림픽대교남단교차로,서울특별시,송파구
3475,송파구립산모건강증진센터,서울특별시,송파구
3476,잠실여고후문,서울특별시,송파구
3477,잠실새내역앞,서울특별시,송파구
3478,송파글마루도서관.버들어린이집,서울특별시,송파구
3479,현대아파트앞,서울특별시,송파구
3480,송파파인타운2단지.구립송파복지센터,서울특별시,송파구
3481,문현고등학교.송파파인타운5단지,서울특별시,송파구
3482,송파파인타운10단지.13단지,서울특별시,송파구
3483,서울버스종점,서울특별시,송파구
3484,장지역.가든파이브,서울특별시,송파구
3485,동아하이빌,서울특별시,강동구
3486,해뜨는주유소,서울특별시,강동구
3487,보훈회관,서울특별시,강동구
3488,고덕리엔파크3단지.2단지,서울특별시,강동구
3489,고덕리엔파크3단지.2단지,서울특별시,강동구
3490,둔촌시장.발리호텔,서울특별시,강동구
3491,선사마을,서울특별시,강동구
3492,암사역2번출구.암사종합시장,서울특별시,강동구
3493,중앙보훈병원역1번출구,서울특별시,강동구
3494,천일중.구강사,서울특별시,강동구
3495,강동구청역농협중앙회,서울특별시,강동구
3496,서울장애인복지관,서울특별시,강동구
3497,한영중고앞사거리,서울특별시,강동구
3498,명일동국민은행,서울특별시,강동구
3499,천일초교사거리,서울특별시,강동구
3500,명일역4번출구.명일전통시장,서울특별시,강동구
3501,대순진리회,서울특별시,강동구
3502,강일리버파크4단지.2단지,서울특별시,강동구
3503,천호역5번출구,서울특별시,강동구
3504,둔촌고앞,서울특별시,강동구
3505,채선당앞,서울특별시,강동구
3506,길동사거리.강동세무서,서울특별시,강동구
3507,강동구청,서울특별시,강동구
3508,고덕리엔파크2단지,서울특별시,강동구
3509,고덕주공4단지,서울특별시,강동구
3510,명일여자고등학교,서울특별시,강동구
3511,성내2동주민센터,서울특별시,강동구
3512,고덕리엔파크1단지,서울특별시,강동구
3513,강동노인종합복지관,서울특별시,강동구
3514,대순진리회,서울특별시,강동구
3515,한영중고한영외고,서울특별시,강동구
3516,고덕리엔파크1단지,서울특별시,강동구
3517,고덕역1번출구,서울특별시,강동구
3518,고덕리엔파크1단지,서울특별시,강동구
3519,삼성엔지니어링,서울특별시,강동구
3520,둔촌종합상가,서울특별시,강동구
3521,강일리버파크8단지,서울특별시,강동구
3522,성내2동주민센터,서울특별시,강동구
3523,광문고.서울컨벤션고,서울특별시,강동구
3524,강일리버파크9단지.10단지,서울특별시,강동구
3525,상일동역,서울특별시,강동구
3526,둔촌역,서울특별시,강동구
3527,강일동 주민센터,서울특별시,강동구
3528,고덕아이파크아파트,서울특별시,강동구
3529,롯데캐슬아파트,서울특별시,강동구
3530,성내주유소,서울특별시,강동구
3531,고덕평생학습관.온조대왕체육관,서울특별시,강동구
3532,길동신동아아파트,서울특별시,강동구
3533,천동초교입구사거리,서울특별시,강동구
3534,서울시동부기술교육원,서울특별시,강동구
3535,천호역5번출구.천호사거리,서울특별시,강동구
3536,명일역2번출구,서울특별시,강동구
3537,강일리버파크10단지.9단지,서울특별시,강동구
3538,"상일동역5,6번출구",서울특별시,강동구
3539,강일리버파크1단지.3단지,서울특별시,강동구
3540,조은마디병원,서울특별시,강동구
3541,성내삼성청구아파트,서울특별시,강동구
3542,천호우성아파트,서울특별시,강동구
3543,고덕역1번출구,서울특별시,강동구
3544,강동농협,서울특별시,강동구
3545,강동구청,서울특별시,강동구
3546,강동역,서울특별시,강동구
3547,보훈병원,서울특별시,강동구
3548,조은마디병원,서울특별시,강동구
3549,고덕역,서울특별시,강동구
3550,삼성광나루아파트.암사동유적,서울특별시,강동구
3551,둔촌현대3차아파트,서울특별시,강동구
3552,성덕고등학교,서울특별시,강동구
3553,상일동주민센터.주공4단지,서울특별시,강동구
3554,강일리버파크1단지정문,서울특별시,강동구
3555,강일리버파크9단지후문,서울특별시,강동구
3556,강동공영차고지,서울특별시,강동구
3557,명일1동주민센터,서울특별시,강동구
3558,둔촌역,서울특별시,강동구
3559,강일동주민센터,서울특별시,강동구
3560,성내2동주민센터,서울특별시,강동구
3561,둔촌동프라자아파트.GS강동자이아파트,서울특별시,강동구
3562,GS강동자이아파트.둔촌동프라자아파트,서울특별시,강동구
3563,둔촌주공아파트1.4단지후문,서울특별시,강동구
3564,서울현대요양병원,서울특별시,강동구
3565,굽은다리사거리,서울특별시,강동구
3566,한양수자인아파트,서울특별시,강동구
3567,천일중.구강사,서울특별시,강동구
3568,신암중학교,서울특별시,강동구
3569,중앙보훈병원역1번출구,서울특별시,강동구
3570,강일초등학교,서울특별시,강동구
3571,주양쇼핑,서울특별시,강동구
3572,명일여자고등학교,서울특별시,강동구
3573,가래여울,서울특별시,강동구
3574,중앙보훈병원역3번출구,서울특별시,강동구
3575,둔촌푸르지오아파트사거리,서울특별시,강동구
3576,강일리버파크9단지후문,서울특별시,강동구
3577,약수터,서울특별시,강동구
3578,고덕평생학습관.온조대왕체육관,서울특별시,강동구
3579,길동성당,서울특별시,강동구
3580,천호동로데오거리,서울특별시,강동구
3581,우리은행둔촌남지점,서울특별시,강동구
3582,성덕고등학교,서울특별시,강동구
3583,보훈병원,서울특별시,강동구
3584,둔촌동역3번출구,서울특별시,강동구
3585,길동신동아아파트사거리,서울특별시,강동구
3586,상일동주민센터,서울특별시,강동구
3587,성내2동주민센터,서울특별시,강동구
3588,고덕1동주민센터.고덕래미안힐스테이트,서울특별시,강동구
3589,강일고등학교.강일리버파크7단지,서울특별시,강동구
3590,강일리버파크6단지,서울특별시,강동구
3591,배재중고등학교,서울특별시,강동구
3592,고분다리,서울특별시,강동구
3593,강동자이.프라자아파트,서울특별시,강동구
3594,고분다리,서울특별시,강동구
3595,서원마을,서울특별시,강동구
3596,예닮요양병원,서울특별시,강동구
3597,명일동국민은행,서울특별시,강동구
3598,강동아트센터.강동경희대병원후문,서울특별시,강동구
3599,대순진리회,서울특별시,강동구
3600,천호역현대백화점,서울특별시,강동구
3601,삼성엔지니어링,서울특별시,강동구
3602,강동보건소,서울특별시,강동구
3603,고덕삼환.주공9단지아파트,서울특별시,강동구
3604,강일고등학교.강일리버파크7단지,서울특별시,강동구
3605,둔촌청구아파트,서울특별시,강동구
3606,선사초등학교,서울특별시,강동구
3607,서울암사동유적,서울특별시,강동구
3608,서울장애인복지관,서울특별시,강동구
3609,강일리버파크3단지.1단지,서울특별시,강동구
3610,강명초등학교,서울특별시,강동구
3611,약국앞,서울특별시,강동구
3612,길동사거리.강동세무서,서울특별시,강동구
3613,강동성심병원(동신중학교),서울특별시,강동구
3614,천호동공원,서울특별시,강동구
3615,한영중고한영외고,서울특별시,강동구
3616,고덕리엔파크2단지,서울특별시,강동구
3617,강동성심병원(동신중학교),서울특별시,강동구
3618,서울시동부기술교육원.명덕초교,서울특별시,강동구
3619,고덕중학교,서울특별시,강동구
3620,길동신동아아파트,서울특별시,강동구
3621,십자성마을,서울특별시,강동구
3622,강일고등학교.강일리버파크7단지,서울특별시,강동구
3623,명일중학교,서울특별시,강동구
3624,강동첨단업무단지.상일여고입구,서울특별시,강동구
3625,성내삼성아파트.공안과,서울특별시,강동구
3626,천동초교삼거리,서울특별시,강동구
3627,천동초교삼거리,서울특별시,강동구
3628,둔촌청구아파트,서울특별시,강동구
3629,성내주유소,서울특별시,강동구
3630,고덕리엔파크2단지.3단지,서울특별시,강동구
3631,성내구립도서관,서울특별시,강동구
3632,동아하이빌,서울특별시,강동구
3633,길동주민센터,서울특별시,강동구
3634,천동초등학교.천호도서관,서울특별시,강동구
3635,상일동역,서울특별시,강동구
3636,묘곡초교사거리,서울특별시,강동구
3637,대순진리회,서울특별시,강동구
3638,길동은평교회,서울특별시,강동구
3639,배재중고등학교,서울특별시,강동구
3640,서부입구,서울특별시,강동구
3641,길동신동아아파트,서울특별시,강동구
3642,브라운스톤,서울특별시,강동구
3643,고덕리엔파크3단지서문,서울특별시,강동구
3644,명일동현대아파트,서울특별시,강동구
3645,고덕주유소.선사초등학교,서울특별시,강동구
3646,강동보건소,서울특별시,강동구
3647,명일동신동아아파트,서울특별시,강동구
3648,강동자이·프라자아파트,서울특별시,강동구
3649,강동첨단업무단지.상일여고입구,서울특별시,강동구
3650,암사3동주민센터프라이어팰리스,서울특별시,강동구
3651,상일역,서울특별시,강동구
3652,강동농협,서울특별시,강동구
3653,천호시장,서울특별시,강동구
3654,성내삼성아파트.공안과,서울특별시,강동구
3655,강일리버파크3단지308동,서울특별시,강동구
3656,고덕리엔파크3단지,서울특별시,강동구
3657,강동경희대병원.명일동이마트,서울특별시,강동구
3658,명일역1번출구.명일전통시장,서울특별시,강동구
3659,성내주유소,서울특별시,강동구
3660,윤선생영어교실앞,서울특별시,강동구
3661,천호우체국,서울특별시,강동구
3662,우리은행둔촌역지점.발리호텔,서울특별시,강동구
3663,굽은다리역구민회관.강동홈플러스,서울특별시,강동구
3664,길동자연생태공원,서울특별시,강동구
3665,보훈회관,서울특별시,강동구
3666,해뜨는주유소,서울특별시,강동구
3667,강명초등학교.고덕리엔파크3단지,서울특별시,강동구
3668,강일리버파크3단지301동,서울특별시,강동구
3669,강일리버파크1단지103동,서울특별시,강동구
3670,고덕주공4단지.5단지,서울특별시,강동구
3671,고덕중학교,서울특별시,강동구
3672,강일리버파크2단지.4단지,서울특별시,강동구
3673,한영중고한영외고,서울특별시,강동구
3674,강동롯데캐슬퍼스트아파트,서울특별시,강동구
3675,명일여자고등학교,서울특별시,강동구
3676,굽은다리사거리,서울특별시,강동구
3677,길동신동아아파트사거리,서울특별시,강동구
3678,한영중고,서울특별시,강동구
3679,서울.경기양돈농협,서울특별시,강동구
3680,암사3동주민센터(강동롯데캐슬퍼스트),서울특별시,강동구
3681,중앙보훈병원장례식장,서울특별시,강동구
3682,아남.대우아파트,서울특별시,강동구
3683,광문고.서울컨벤션고,서울특별시,강동구
3684,명일중학교,서울특별시,강동구
3685,현대토파즈아파트,서울특별시,강동구
3686,삼성광나루아파트.암사동유적,서울특별시,강동구
3687,신암중학교,서울특별시,강동구
3688,길동자연생태공원,서울특별시,강동구
3689,길동주민센터,서울특별시,강동구
3690,상일역,서울특별시,강동구
3691,둔촌고등학교,서울특별시,강동구
3692,명일역3번출구,서울특별시,강동구
3693,둔촌푸르지오아파트사거리,서울특별시,강동구
3694,명일여자고등학교,서울특별시,강동구
3695,강동고등학교,서울특별시,강동구
3696,암사종합시장,서울특별시,강동구
3697,암사종합시장,서울특별시,강동구
3698,십자성마을,서울특별시,강동구
3699,둔촌푸르지오아파트,서울특별시,강동구
3700,암사역,서울특별시,강동구
3701,강명초등학교.고덕리엔파크3단지,서울특별시,강동구
3702,암사역선사현대아파트,서울특별시,강동구
3703,혜림교회앞,서울특별시,강동구
3704,서울암사동유적,서울특별시,강동구
3705,강동구청역1번출구.영파여고,서울특별시,강동구
3706,한양수자인아파트,서울특별시,강동구
3707,고덕역,서울특별시,강동구
3708,강동농협,서울특별시,강동구
3709,천호역6번출구.천호사거리,서울특별시,강동구
3710,천호사거리.천호역6번출구,서울특별시,강동구
3711,명일역,서울특별시,강동구
3712,성내구립도서관,서울특별시,강동구
3713,가래여울,서울특별시,강동구
3714,둔촌동역2번출구,서울특별시,강동구
3715,강일리버파크1단지.금화사,서울특별시,강동구
3716,아남.대우아파트,서울특별시,강동구
3717,명일신동아아파트,서울특별시,강동구
3718,고덕주공4단지,서울특별시,강동구
3719,암사삼성.현대아파트,서울특별시,강동구
3720,한영중고한영외고,서울특별시,강동구
3721,길동우성아파트.은평교회맞은편,서울특별시,강동구
3722,강동공영차고지,서울특별시,강동구
3723,서울장애인종합복지관,서울특별시,강동구
3724,서울.경기양돈농협,서울특별시,강동구
3725,고덕초등학교,서울특별시,강동구
3726,강일리버5단지.미사강변루나리움,서울특별시,강동구
3727,예닮요양병원,서울특별시,강동구
3728,고덕아이파크아파트,서울특별시,강동구
3729,보훈병원,서울특별시,강동구
3730,천호시장,서울특별시,강동구
3731,강일초등학교,서울특별시,강동구
3732,강동고등학교,서울특별시,강동구
3733,천호동로데오거리,서울특별시,강동구
3734,굽은다리역,서울특별시,강동구
3735,약수터,서울특별시,강동구
3736,천호역,서울특별시,강동구
3737,천호우성아파트,서울특별시,강동구
3738,둔촌푸르지오아파트,서울특별시,강동구
3739,성내주유소,서울특별시,강동구
3740,길동역3번출구,서울특별시,강동구
3741,브라운스톤,서울특별시,강동구
3742,길동성당,서울특별시,강동구
3743,한산중학교,서울특별시,강동구
3744,중앙보훈병원역2번출구,서울특별시,강동구
3745,둔촌2동주민센터,서울특별시,강동구
3746,고덕주공4단지,서울특별시,강동구
3747,선린초등학교,서울특별시,강동구
3748,한성유치원,서울특별시,강동구
3749,성내삼성청구아파트,서울특별시,강동구
3750,강동농협,서울특별시,강동구
3751,암사역,서울특별시,강동구
3752,강일리버파크5단지.4단지,서울특별시,강동구
3753,천일초교사거리,서울특별시,강동구
3754,고덕중학교,서울특별시,강동구
3755,천동초등학교.천호도서관,서울특별시,강동구
3756,강일리버파크4단지.5단지,서울특별시,강동구
3757,천동초교입구사거리,서울특별시,강동구
3758,강일리버파크6단지610동,서울특별시,강동구
3759,고덕1동주민센터.두레근린공원,서울특별시,강동구
3760,고덕초등학교,서울특별시,강동구
3761,약국앞,서울특별시,강동구
3762,오륜교회앞,서울특별시,강동구
3763,길동사거리.강동세무서,서울특별시,강동구
3764,강동주유소,서울특별시,강동구
3765,둔촌종합상가,서울특별시,강동구
3766,강일리버파크6단지,서울특별시,강동구
3767,고덕아이파크101동,서울특별시,강동구
3768,둔촌주공아파트1.4단지후문,서울특별시,강동구
3769,천호동공원,서울특별시,강동구
3770,길동사거리.강동세무서,서울특별시,강동구
3771,고덕1동주민센터.두레근린공원,서울특별시,강동구
3772,명일1동주민센터,서울특별시,강동구
3773,고덕중학교,서울특별시,강동구
